template_name,template_string
super_glue - wsc.fixed - GPT-3 Style-translate-vi,"Đoạn văn: {e1}

Câu hỏi: Trong đoạn văn trên, đại từ ""{e2}"" tham khảo {e3}?

Trả lời: |||. {e4} {e5} {e6}"
super_glue - wsc.fixed - GPT-3 Style-translate-zh,"通过：{e1}

问题：在上面的段落中，代词“{e2}”是指{e3}吗？

答案：||| {e4} {e5} {e6}"
super_glue - wsc.fixed - I think they mean,"{e1} I think they mean ""{e2}"" Yes or no? ||| {e3}{e4}{e5}"
super_glue - wsc.fixed - I think they mean-translate-ar,"{e1} أعتقد أنها تعني ""{e2}"" نعم أم لا؟ ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-bg,"{e1} Мисля, че те означават ""{e2}"" да или не? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-de,"{e1} Ich denke, sie meinen ""{e2}"" ja oder nein? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-el,"{e1} Νομίζω ότι σημαίνουν ""{e2}"" ναι ή όχι; ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-es,"{e1} Creo que significan ""{e2}"" ¡Sí o NO? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-fr,"{e1} Je pense qu'ils signifient ""{e2}"" oui ou non? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-hi,"{e1} मुझे लगता है कि उनका मतलब है ""{e2}"" हाँ या नहीं? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-ru,"{e1} Я думаю, что они имеют в виду «{e2}» да или нет? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-sw,"{e1} Nadhani wanamaanisha ""{e2}"" ndiyo au hapana? |||. {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-th,"{e1} ฉันคิดว่าพวกเขาหมายถึง ""{e2}"" ใช่หรือไม่? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-tr,"{e1} ""{e2}"" ya da hayır demek istiyorlar? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-ur,"{e1} مجھے لگتا ہے کہ ""{e2}"" ہاں یا نہیں؟ |||| {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-vi,"{e1} Tôi nghĩ rằng chúng có nghĩa là ""{e2}"" Có hay không? || {e3} {e4} {e5}"
super_glue - wsc.fixed - I think they mean-translate-zh,{e1}我认为他们的意思是“{e2}”是或否？ |||| {e3} {e4} {e5}
super_glue - wsc.fixed - Who or what is/are,"{e1} 
{e2}
Question: Who or what are ""{e3}""? {e4}?
{e5}
Question: Who or what is ""{e6}""? Is it {e7}?
{e8}
Answer: ||| {e9}{e10}{e11}"
super_glue - wsc.fixed - Who or what is/are-translate-ar,"{e1}
{e2}
سؤال: من أو ما هي ""{e3}""؟ {e4}؟
{e5}
سؤال: من أو ما هو ""{e6}""؟ هل هو {e7}؟
{e8}
الجواب: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-bg,"{e1}
{e2}
Въпрос: Кой или какво са ""{e3}""? {e4}?
{e5}
Въпрос: Кой или какво е ""{e6}""? Ли е {e7}?
{e8}
Отговор: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-de,"{e1}
{e2}
Frage: Wer oder was ist ""{e3}""? {e4}?
{e5}
Frage: Wer oder was ist ""{e6}""? Ist es {e7}?
{e8}
Antwort: |||. {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-el,"{e1}
{e2}
Ερώτηση: Ποιος ή τι είναι ""{e3}""; {e4};
{e5}
Ερώτηση: Ποιος ή τι είναι ""{e6}""; Είναι {e7};
{e8}
Απάντηση: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-es,"{e1}
{e2}
Pregunta: ¿Quién o qué son ""{e3}""? {e4}?
{e5}
Pregunta: ¿Quién o qué es ""{e6}""? Es {e7}?
{e8}
Respuesta: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-fr,"{e1}
{e2}
Question: Qui ou quels sont ""{e3}""? {e4}?
{e5}
Question: Qui ou quel est ""{e6}""? Est-ce {e7}?
{e8}
Réponse: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-hi,"{e1}
{e2}
प्रश्न: ""{e3}"" कौन या क्या हैं? {e4}?
{e5}
प्रश्न: ""{e6}"" कौन या क्या है? क्या यह {e7} है?
{e8}
उत्तर: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-ru,"{e1}
{e2}
Вопрос: Кто или какие ""{e3}""? {e4}?
{e5}
Вопрос: Кто или что такое ""{e6}""? Это {e7}?
{e8}
Ответ: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-sw,"{e1}
{e2}
Swali: Nani au ni nini ""{e3}""? {e4}?
{e5}
Swali: Nani au ni nini ""{e6}""? Je, ni {e7}?
{e8}
Jibu: || {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-th,"{e1}
{e2}
คำถาม: ใครหรืออะไรคือ ""{e3}""? {e4}?
{e5}
คำถาม: ใครหรืออะไรคือ ""{e6}""? มันคือ {e7}?
{e8}
คำตอบ: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-tr,"{e1}
{e2}
Soru: ""{e3}"" kim ya da nelerdir? {e4}?
{e5}
Soru: ""{e6}"" kim ya da nedir? {e7} mi?
{e8}
Cevap: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-ur,"{e1}
{e2}
سوال: کون یا کیا ""{e3}"" ہیں؟ {e4}؟
{e5}
سوال: کون یا کیا ہے ""{e6}""؟ کیا یہ {e7} ہے؟
{e8}
جواب: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-vi,"{e1}
{e2}
Câu hỏi: ""{e3}"" là ai? {e4}?
{e5}
Câu hỏi: Ai hoặc ""{e6}"" là gì? Có phải {e7}?
{e8}
Trả lời: |||. {e9} {e10} {e11}"
super_glue - wsc.fixed - Who or what is/are-translate-zh,"{e1}
{e2}
问题：谁或什么是“{e3}”？ {e4}？
{e5}
问题：谁或什么是“{e6}”？是{e7}？
{e8}
答案：||| {e9} {e10} {e11}"
super_glue - wsc.fixed - by p they mean,"{e1} Here, by ""{e2}"" they mean ""{e3}"". Yes or no? ||| {e4}{e5}{e6}"
super_glue - wsc.fixed - by p they mean-translate-ar,"{e1} هنا، من خلال ""{e2}"" تعني ""{e3}"". نعم أو لا؟ ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-bg,"{e1} тук, чрез ""{e2}"" те означават ""{e3}"". Да или не? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-de,"{e1} Hier, von ""{e2}"" bedeuten sie ""{e3}"". Ja oder nein? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-el,"{e1} εδώ, από το ""{e2}"" εννοούν ""{e3}"". Ναι ή όχι? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-es,"{e1} Aquí, por ""{e2}"", significan ""{e3}"". ¿Sí o no? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-fr,"{e1} Ici, par ""{e2}"" Ils signifient ""{e3}"". Oui ou non? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-hi,"{e1} यहां, ""{e2}"" द्वारा उनका मतलब है ""{e3}""। हां या नहीं? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-ru,"{e1} здесь, «{e2}» они означают «{e3}». Да или нет? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-sw,"{e1} Hapa, kwa ""{e2}"" wanamaanisha ""{e3}"". Ndio au hapana? |||. {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-th,"{e1} ที่นี่โดย ""{e2}"" พวกเขาหมายถึง ""{e3}"" ใช่หรือไม่? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-tr,"{e1} burada, ""{e2}"" ile ""{e3}"" anlamına gelir. Evet veya Hayır? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-ur,"{e1} یہاں، ""{e2}"" ان کا مطلب ہے ""{e3}"". ہاں یا نہیں؟ |||| {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-vi,"{e1} Ở đây, bởi ""{e2}"" Chúng có nghĩa là ""{e3}"". Có hay không? || {e4} {e5} {e6}"
super_glue - wsc.fixed - by p they mean-translate-zh,{e1}在这里，“{e2}”它们意味着“{e3}”。是还是不是？ |||| {e4} {e5} {e6}
super_glue - wsc.fixed - does p stand for,"{e1} Here, does ""{e2}"" stand for {e3}? Yes or no? ||| {e4}{e5}{e6}"
super_glue - wsc.fixed - does p stand for-translate-ar,"{e1} هنا، هل ""{e2}"" يقف ل {e3}؟ نعم أو لا؟ ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-bg,"{e1} тук, прави ""{e2}"" за {e3}? Да или не? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-de,"{e1} Hier steht ""{e2}"" für {e3}? Ja oder nein? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-el,"{e1} Εδώ, το ""{e2}"" σημαίνει {e3}; Ναι ή όχι? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-es,"{e1} Aquí, hace ""{e2}"" Soporte para {e3}? ¿Sí o no? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-fr,"{e1} Ici, est-ce que ""{e2}"" signifie {e3}? Oui ou non? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-hi,"{e1} यहां, ""{e2}"" {e3} के लिए खड़ा है? हां या नहीं? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-ru,"{e1} здесь, делает «{e2}» для {e3}? Да или нет? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-sw,"{e1} Hapa, je, ""{e2}"" Simama kwa {e3}? Ndio au hapana? |||. {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-th,"{e1} ที่นี่ ""{e2}"" หมายถึง {e3} หรือไม่ ใช่หรือไม่? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-tr,"{e1} Burada, {e2} için ""{e3}"" duruyor mu? Evet veya Hayır? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-ur,"{e1} یہاں، ""{e2}"" {e3} کے لئے موقف کرتا ہے؟ ہاں یا نہیں؟ |||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-vi,"{e1} Ở đây, có ngăn cản ""{e2}"" cho {e3} không? Có hay không? || {e4} {e5} {e6}"
super_glue - wsc.fixed - does p stand for-translate-zh,{e1}这里，'{e2}“代表{e3}？是还是不是？ |||| {e4} {e5} {e6}
super_glue - wsc.fixed - does the pronoun refer to,"{e1} In the previous sentence, does the pronoun ""{e2}"" refer to {e3}? Yes or no? ||| {e4}{e5}{e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-ar,"{e1} في الجملة السابقة، هل يشير الضمير ""{e2}"" إلى {e3}؟ نعم أو لا؟ ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-bg,"{e1} в предишното изречение, прави местоимението ""{e2}"" се отнася до {e3}? Да или не? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-de,"{e1} In dem vorherigen Satz siehe das Pronomen ""{e2}"" in {e3}? Ja oder nein? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-el,"{e1} Στην προηγούμενη πρόταση, η αντωνυμία ""{e2}"" αναφέρεται στο {e3}; Ναι ή όχι? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-es,"{e1} En la oración anterior, ¿el pronombre ""{e2}"" se refiere a {e3}? ¿Sí o no? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-fr,"{e1} Dans la phrase précédente, le pronom ""{e2}"" se réfère-t-il à {e3}? Oui ou non? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-hi,"{e1} पिछले वाक्य में, सर्वनाम ""{e2}"" {e3} का संदर्भ देता है? हां या नहीं? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-ru,"{e1} В предыдущем предложении отображается местоимение «{e2}», см. {e3}? Да или нет? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-sw,"{e1} Katika hukumu ya awali, je, pronoun ""{e2}"" rejea {e3}? Ndio au hapana? |||. {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-th,"{e1} ในประโยคก่อนหน้านี้สรรพนาม ""{e2}"" หมายถึง {e3} หรือไม่ ใช่หรือไม่? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-tr,"{e1} Önceki cümlede, ""{e2}"" zamirinin {e3}? Evet veya Hayır? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-ur,"{e1} پچھلا سزا میں، کیا pronoun ""{e2}"" {e3} کا حوالہ دیتے ہیں؟ ہاں یا نہیں؟ |||| {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-vi,"{e1} Trong câu trước, đại từ ""{e2}"" tham khảo {e3} không? Có hay không? || {e4} {e5} {e6}"
super_glue - wsc.fixed - does the pronoun refer to-translate-zh,{e1}在上一句话中，代词“{e2}”是指{e3}吗？是还是不是？ |||| {e4} {e5} {e6}
super_glue - wsc.fixed - in other words,"{e1} 

In other words, {e2} True or false? ||| {e3}{e4}{e5}"
super_glue - wsc.fixed - in other words-translate-ar,"{e1}

بمعنى آخر، {e2} صحيح أم خطأ؟ ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-bg,"{e1}

С други думи, {e2} true или false? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-de,"{e1}

Mit anderen Worten, {e2} wahr oder falsch? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-el,"{e1}

Με άλλα λόγια, {e2} TRUE ή FALSE; ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-es,"{e1}

En otras palabras, {e2} Verdadero o Falso? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-fr,"{e1}

En d'autres termes, {e2} vrai ou faux? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-hi,"{e1}

दूसरे शब्दों में, {e2} सही या गलत? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-ru,"{e1}

Другими словами, {e2} true или false? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-sw,"{e1}

Kwa maneno mengine, {e2} kweli au uongo? |||. {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-th,"{e1}

กล่าวอีกนัยหนึ่ง {e2} จริงหรือเท็จ? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-tr,"{e1}

Başka bir deyişle, {e2} doğru mu yanlış mı? ||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-ur,"{e1}

دوسرے الفاظ میں، {e2} سچ یا غلط؟ |||| {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-vi,"{e1}

Nói cách khác, {e2} đúng hay sai? || {e3} {e4} {e5}"
super_glue - wsc.fixed - in other words-translate-zh,"{e1}

换句话说，{e2}真或假？ |||| {e3} {e4} {e5}"
super_glue - wsc.fixed - p is/are r,"Context: {e1} 

{e2}
Question: ""{e3}"" are {e4}. True or false?
{e5}
Question: ""{e6}"" is {e7}. True or false?
{e8}

Answer: ||| {e9}{e10}{e11}"
super_glue - wsc.fixed - p is/are r-translate-ar,"السياق: {e1}

{e2}
السؤال: ""{e3}"" هي {e4}. صحيحة أو خاطئة؟
{e5}
سؤال: ""{e6}"" هو {e7}. صحيحة أو خاطئة؟
{e8}

الجواب: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-bg,"Контекст: {e1}

{e2}
Въпрос: ""{e3}"" са {e4}. Истина или лъжа?
{e5}
Въпрос: ""{e6}"" е {e7}. Истина или лъжа?
{e8}

Отговор: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-de,"Kontext: {e1}

{e2}
Frage: ""{e3}"" sind {e4}. Richtig oder falsch?
{e5}
Frage: ""{e6}"" ist {e7}. Richtig oder falsch?
{e8}

Antwort: |||. {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-el,"Πλαίσιο: {e1}

{e2}
Ερώτηση: ""{e3}"" είναι {e4}. Σωστό ή λάθος?
{e5}
Ερώτηση: ""{e6}"" είναι {e7}. Σωστό ή λάθος?
{e8}

Απάντηση: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-es,"Contexto: {e1}

{e2}
Pregunta: ""{e3}"" son {e4}. ¿Verdadero o falso?
{e5}
Pregunta: ""{e6}"" es {e7}. ¿Verdadero o falso?
{e8}

Respuesta: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-fr,"Contexte: {e1}

{e2}
Question: ""{e3}"" sont {e4}. Vrai ou faux?
{e5}
Question: ""{e6}"" est {e7}. Vrai ou faux?
{e8}

Réponse: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-hi,"संदर्भ: {e1}

{e2}
प्रश्न: ""{e3}"" {e4} हैं। सही या गलत?
{e5}
प्रश्न: ""{e6}"" {e7} है। सही या गलत?
{e8}

उत्तर: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-ru,"Контекст: {e1}

{e2}
Вопрос: «{e3}» - {e4}. Правда или ложь?
{e5}
Вопрос: «{e6}» - {e7}. Правда или ложь?
{e8}

Ответ: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-sw,"Muktadha: {e1}

{e2}
Swali: ""{e3}"" ni {e4}. Kweli au uongo?
{e5}
Swali: ""{e6}"" ni {e7}. Kweli au uongo?
{e8}

Jibu: || {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-th,"บริบท: {e1}

{e2}
คำถาม: ""{e3}"" เป็น {e4} จริงหรือเท็จ?
{e5}
คำถาม: ""{e6}"" คือ {e7} จริงหรือเท็จ?
{e8}

คำตอบ: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-tr,"Bağlam: {e1}

{e2}
Soru: ""{e3}"" {e4}. Doğru ya da yanlış?
{e5}
Soru: ""{e6}"" {e7}. Doğru ya da yanlış?
{e8}

Cevap: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-ur,"سیاحت: {e1}

{e2}
سوال: ""{e3}"" {e4} ہیں. صحیح یا غلط؟
{e5}
سوال: ""{e6}"" {e7} ہے. صحیح یا غلط؟
{e8}

جواب: ||| {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-vi,"Bối cảnh: {e1}

{e2}
Câu hỏi: ""{e3}"" là {e4}. Đúng hay sai?
{e5}
Câu hỏi: ""{e6}"" là {e7}. Đúng hay sai?
{e8}

Trả lời: |||. {e9} {e10} {e11}"
super_glue - wsc.fixed - p is/are r-translate-zh,"背景：{e1}

{e2}
问题：“{e3}”是{e4}。对或错？
{e5}
问题：“{e6}”是{e7}。对或错？
{e8}

答案：||| {e9} {e10} {e11}"
super_glue - wsc.fixed - replaced with,"{e1} In the previous sentence, can the pronoun ""{e2}"" be replaced with ""{e3}""? Yes or no? ||| {e4}{e5}{e6}"
super_glue - wsc.fixed - replaced with-translate-ar,"{e1} في الجملة السابقة، هل يمكن استبدال الضمير ""{e2}"" ب ""{e3}""؟ نعم أو لا؟ ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-bg,"{e1} в предишното изречение, може ли местоимението ""{e2}"" да бъде заменено с ""{e3}""? Да или не? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-de,"{e1} Im vorherigen Satz kann das Pronomen ""{e2}"" durch ""{e3}"" ersetzt werden? Ja oder nein? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-el,"{e1} Στην προηγούμενη πρόταση, μπορεί να αντικατασταθεί η αντωνυμία ""{e2}"" με το ""{e3}""; Ναι ή όχι? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-es,"{e1} En la oración anterior, ¿puede reemplazarse el pronombre ""{e2}"" con ""{e3}""? ¿Sí o no? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-fr,"{e1} Dans la phrase précédente, le pronom ""{e2}"" peut-il être remplacé par ""{e3}""? Oui ou non? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-hi,"{e1} पिछले वाक्य में, सर्वनाम ""{e2}"" को ""{e3}"" के साथ प्रतिस्थापित किया जा सकता है? हां या नहीं? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-ru,{e1} В предыдущем предложении может быть заменен местоимение «{e2}» на «{e3}»? Да или нет? ||| {e4} {e5} {e6}
super_glue - wsc.fixed - replaced with-translate-sw,"{e1} Katika sentensi ya awali, pronoun ""{e2}"" kubadilishwa na ""{e3}""? Ndio au hapana? |||. {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-th,"{e1} ในประโยคก่อนหน้านี้สรรพนาม ""{e2}"" จะถูกแทนที่ด้วย ""{e3}""? ใช่หรือไม่? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-tr,"{e1} Önceki cümlede, ""{e2}"" zamirinin ""{e3}"" ile değiştirilebilir mi? Evet veya Hayır? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-ur,"{e1} پچھلے سزا میں، ""{e2}"" کے ساتھ تبدیل کیا جاسکتا ہے ""{e3}""؟ ہاں یا نہیں؟ |||| {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-vi,"{e1} Trong câu trước, đại từ ""{e2}"" có thể được thay thế bằng ""{e3}"" không? Có hay không? || {e4} {e5} {e6}"
super_glue - wsc.fixed - replaced with-translate-zh,{e1}在上一句话中，代词“{e2}”可以用“{e3}”替换？是还是不是？ |||| {e4} {e5} {e6}
super_glue - wsc.fixed - the pronoun refers to,"{e1} 
In the passage above, the pronoun ""{e2}"" refers to {e3}. True or false? ||| {e4}{e5}{e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-ar,"{e1}
في المقطع أعلاه، يشير الضمير ""{e2}"" إلى {e3}. صحيحة أو خاطئة؟ ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-bg,"{e1}
В пасажа по-горе, местоимението ""{e2}"" се отнася до {e3}. Истина или лъжа? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-de,"{e1}
In der Passage oben bezieht sich das Pronomen ""{e2}"" auf {e3}. Richtig oder falsch? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-el,"{e1}
Στο παραπάνω απόσπασμα, η αντωνυμία ""{e2}"" αναφέρεται στο {e3}. Σωστό ή λάθος? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-es,"{e1}
En el pasaje anterior, el pronombre ""{e2}"" se refiere a {e3}. ¿Verdadero o falso? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-fr,"{e1}
Dans le passage ci-dessus, le pronom ""{e2}"" fait référence à {e3}. Vrai ou faux? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-hi,"{e1}
उपरोक्त पारित होने में, सर्वनाम ""{e2}"" {e3} को संदर्भित करता है। सही या गलत? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-ru,"{e1}
В приведенном выше проходе местоимение «{e2}» относится к {e3}. Правда или ложь? ||| {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-sw,"{e1}
Katika kifungu hapo juu, mtamshi ""{e2}"" inahusu {e3}. Kweli au uongo? |||. {e4} {e5} {e6}"
super_glue - wsc.fixed - the pronoun refers to-translate-th,"{e1}
ในเนื้อเรื่องข้างต้นคำสรรพนาม ""{e2}"" หมายถึง {e3} จริงหรือเท็จ? ||| {e4} {e5} {e6}"
